Autor;Ano;Número Emenda;Tipo Emenda;Valor Empenhado;UF;Função;Subfunção;Localidade do Gasto;Data do Empenho
GUILHERME MUSSI;2023;20238147;Bancada;R$ 1,500,923,61;RS;Ensino Fundamental;Ensino Superior;MG (UF);06/06/2023
EDUARDO BARBOSA;2023;20238015;Comissão;R$ 3,028,633,16;MG;Ensino Fundamental;Infraestrutura Urbana;PR (UF);24/09/2023
ELICORRÊA;2023;20237818;Individual;R$ 4,967,963,59;GO;Ensino Fundamental;Ensino Médio;RJ (UF);08/06/2023
DEPUTADO GUILHERME MUSSI;2023;20232460;Comissão;R$ 4,657,639,78;BA;Ensino Médio;Educação Infantil;RS (UF);20/09/2023
DEPUTADO JULIO CESAR RIBEIRO;2023;20234232;Individual;R$ 4,676,669,74;SC;Assistência Hospitalar e Ambulatorial;Vigilância Epidemiológica;SP (UF);11/12/2023
JULIO CESAR RIBEIRO;2023;20232551;Bancada;R$ 4,145,025,50;GO;Saneamento Básico;Infraestrutura Urbana;BA (UF);14/03/2023
BACELAR;2023;20236793;Comissão;R$ 2,406,769,06;RJ;Ensino Médio;Segurança Pública;MG (UF);27/06/2023
ELICORRÊA FILHO;2023;20234508;Bancada;R$ 4,252,834,88;PE;Ensino Fundamental;Assistência Hospitalar e Ambulatorial;RJ (UF);13/03/2023
EDUARDO BARBOSA;2023;20238537;Individual;R$ 1,320,790,06;MG;Atenção Básica à Saúde;Infraestrutura Urbana;SC (UF);24/05/2023
DEPUTADO CARLOS ZARATTINI;2023;20239824;Bancada;R$ 693,445,15;GO;Infraestrutura Urbana;Educação Infantil;PE (UF);02/10/2023
DANIEL ALMEIDA;2023;20232411;Bancada;R$ 2,714,528,56;RS;Saneamento Básico;Ensino Fundamental;SP (UF);01/11/2023
JULIO CESAR RIBEIRO;2023;20237676;Individual;R$ 844,171,03;RJ;Infraestrutura Urbana;Ensino Fundamental;RJ (UF);23/06/2023
EDUARDO BARBOSA;2023;20232288;Comissão;R$ 3,168,090,07;GO;Educação Infantil;Saneamento Básico;PE (UF);19/12/2023
DEPUTADO ALENCAR SANTANA;2023;20236062;Individual;R$ 4,269,597,61;PR;Ensino Fundamental;Educação Infantil;PR (UF);19/04/2023
DANIEL ALMEIDA FILHO;2023;20237503;Bancada;R$ 1,850,468,53;MG;Infraestrutura Urbana;Assistência Hospitalar e Ambulatorial;SC (UF);11/10/2023
HERCÍLIO DINIZ;2023;20232278;Comissão;R$ 3,978,091,12;MG;Saneamento Básico;Ensino Médio;GO (UF);10/09/2023
GUILHERME MUSSI;2023;20231831;Comissão;R$ 4,141,166,50;PR;Atenção Básica à Saúde;Ensino Fundamental;RS (UF);22/07/2023
DEPUTADO DANIEL ALMEIDA;2023;20234030;Bancada;R$ 1,855,653,87;BA;Ensino Médio;Infraestrutura Urbana;BA (UF);15/01/2023
HERCÍLIO DINIZ;2023;20239021;Individual;R$ 3,565,500,56;MG;Ensino Médio;Ensino Médio;RJ (UF);21/11/2023
EDUARDO BARBOSA;2023;20236784;Individual;R$ 2,789,107,44;BA;Ensino Superior;Segurança Pública;SP (UF);27/03/2023
ALENCAR SANTANA;2023;20235925;Individual;R$ 4,205,007,83;GO;Atenção Básica à Saúde;Educação Infantil;SP (UF);08/09/2023
DEPUTADO ELICORRÊA;2023;20238674;Bancada;R$ 2,197,719,92;RS;Assistência Hospitalar e Ambulatorial;Ensino Fundamental;RS (UF);11/08/2023
CARLOS ZARATTINI;2023;20239143;Individual;R$ 4,672,801,34;PR;Assistência Hospitalar e Ambulatorial;Ensino Médio;PE (UF);07/09/2023
DEPUTADO ELICORRÊA;2023;20236821;Bancada;R$ 1,651,538,28;RJ;Infraestrutura Urbana;Segurança Pública;GO (UF);28/09/2023
DEPUTADO JULIO CESAR RIBEIRO;2023;20237038;Bancada;R$ 3,290,566,40;GO;Segurança Pública;Ensino Médio;SC (UF);23/10/2023
JULIO CESAR RIBEIRO;2023;20238113;Individual;R$ 4,798,629,56;PE;Assistência Hospitalar e Ambulatorial;Vigilância Epidemiológica;RS (UF);05/11/2023
DEPUTADO BACELAR;2023;20231114;Comissão;R$ 1,969,956,60;RJ;Educação Infantil;Vigilância Epidemiológica;GO (UF);22/06/2023
FELIPE BORNIER FILHO;2023;20234297;Individual;R$ 2,068,661,68;GO;Ensino Superior;Assistência Hospitalar e Ambulatorial;BA (UF);09/02/2023
HERCÍLIO DINIZ FILHO;2023;20233244;Bancada;R$ 4,704,695,53;SP;Assistência Hospitalar e Ambulatorial;Ensino Fundamental;BA (UF);25/03/2023
FELIPE BORNIER FILHO;2023;20231254;Individual;R$ 4,964,096,37;SC;Vigilância Epidemiológica;Saneamento Básico;RJ (UF);03/04/2023
EDUARDO BARBOSA;2023;20236727;Bancada;R$ 2,573,355,35;GO;Ensino Fundamental;Assistência Hospitalar e Ambulatorial;PE (UF);18/08/2023
FELIPE BORNIER;2023;20235659;Bancada;R$ 3,753,449,30;SC;Infraestrutura Urbana;Ensino Médio;RS (UF);25/02/2023
GUILHERME MUSSI;2023;20234499;Individual;R$ 2,233,380,18;PE;Assistência Hospitalar e Ambulatorial;Assistência Hospitalar e Ambulatorial;PR (UF);17/08/2023
ALENCAR SANTANA;2023;20238715;Bancada;R$ 2,488,613,08;BA;Ensino Médio;Assistência Hospitalar e Ambulatorial;PE (UF);20/05/2023
HERCÍLIO DINIZ;2023;20238878;Bancada;R$ 3,820,132,35;MG;Ensino Fundamental;Ensino Superior;RS (UF);17/04/2023
JULIO CESAR RIBEIRO;2023;20231195;Comissão;R$ 4,100,409,84;BA;Vigilância Epidemiológica;Assistência Hospitalar e Ambulatorial;RJ (UF);19/05/2023
ALENCAR SANTANA;2023;20231084;Individual;R$ 663,284,03;BA;Assistência Hospitalar e Ambulatorial;Saneamento Básico;RJ (UF);27/08/2023
DEPUTADO EDUARDO BARBOSA;2023;20236511;Individual;R$ 4,390,200,87;SP;Vigilância Epidemiológica;Atenção Básica à Saúde;SC (UF);28/12/2023
GUILHERME MUSSI;2023;20231391;Bancada;R$ 4,357,834,68;MG;Ensino Fundamental;Assistência Hospitalar e Ambulatorial;SC (UF);01/09/2023
ELICORRÊA;2023;20234429;Bancada;R$ 2,845,418,50;DF;Ensino Médio;Atenção Básica à Saúde;RJ (UF);25/09/2023
DANIEL ALMEIDA;2023;20234128;Bancada;R$ 139,371,54;PR;Educação Infantil;Assistência Hospitalar e Ambulatorial;MG (UF);24/04/2023
HERCÍLIO DINIZ FILHO;2023;20232633;Bancada;R$ 2,067,876,05;RJ;Vigilância Epidemiológica;Segurança Pública;SC (UF);11/08/2023
DEPUTADO BACELAR;2023;20235365;Comissão;R$ 4,195,193,29;MG;Vigilância Epidemiológica;Assistência Hospitalar e Ambulatorial;DF (UF);01/03/2023
FELIPE BORNIER;2023;20233940;Bancada;R$ 4,491,802,78;SP;Infraestrutura Urbana;Atenção Básica à Saúde;SP (UF);03/03/2023
EDUARDO BARBOSA;2023;20231871;Comissão;R$ 4,738,829,15;PE;Ensino Fundamental;Ensino Médio;RJ (UF);16/03/2023
ALENCAR SANTANA;2023;20239678;Bancada;R$ 2,068,987,45;PR;Infraestrutura Urbana;Ensino Fundamental;RS (UF);11/07/2023
JULIO CESAR RIBEIRO FILHO;2023;20238211;Individual;R$ 3,606,258,24;DF;Ensino Fundamental;Infraestrutura Urbana;SP (UF);25/08/2023
BACELAR;2023;20239873;Bancada;R$ 1,586,777,79;BA;Saneamento Básico;Assistência Hospitalar e Ambulatorial;SP (UF);03/06/2023
BACELAR FILHO;2023;20236626;Individual;R$ 3,498,703,63;MG;Educação Infantil;Ensino Superior;GO (UF);03/01/2023
DANIEL ALMEIDA;2023;20232308;Individual;R$ 314,068,85;SC;Assistência Hospitalar e Ambulatorial;Educação Infantil;PR (UF);28/05/2023
HERCÍLIO DINIZ;2023;20238132;Bancada;R$ 4,440,321,70;SC;Atenção Básica à Saúde;Ensino Superior;PE (UF);22/10/2023
CARLOS ZARATTINI;2023;20233338;Bancada;R$ 700,245,46;RJ;Atenção Básica à Saúde;Atenção Básica à Saúde;SP (UF);25/05/2023
DEPUTADO ALENCAR SANTANA;2023;20237286;Comissão;R$ 2,078,338,09;BA;Ensino Médio;Saneamento Básico;SP (UF);18/12/2023
ALENCAR SANTANA;2023;20238220;Individual;R$ 486,413,88;MG;Ensino Fundamental;Ensino Médio;SP (UF);16/02/2023
ALENCAR SANTANA;2023;20233322;Individual;R$ 15,218,56;PE;Vigilância Epidemiológica;Saneamento Básico;MG (UF);20/07/2023
DEPUTADO HERCÍLIO DINIZ;2023;20239615;Individual;R$ 1,687,068,93;GO;Atenção Básica à Saúde;Infraestrutura Urbana;SC (UF);21/08/2023
ELICORRÊA;2023;20237223;Individual;R$ 3,444,841,94;DF;Segurança Pública;Vigilância Epidemiológica;PR (UF);12/12/2023
BACELAR;2023;20239811;Individual;R$ 3,474,074,89;RS;Ensino Médio;Segurança Pública;PE (UF);20/01/2023
EDUARDO BARBOSA;2023;20231095;Comissão;R$ 3,892,289,77;SC;Saneamento Básico;Segurança Pública;SP (UF);26/12/2023
BACELAR FILHO;2023;20237878;Bancada;R$ 1,378,415,43;SC;Saneamento Básico;Segurança Pública;SC (UF);03/02/2023
GUILHERME MUSSI;2023;20236936;Bancada;R$ 1,346,653,98;MG;Vigilância Epidemiológica;Ensino Médio;MG (UF);03/12/2023
EDUARDO BARBOSA;2023;20236893;Comissão;R$ 831,381,50;PE;Ensino Fundamental;Ensino Médio;SC (UF);12/02/2023
ALENCAR SANTANA;2023;20233585;Comissão;R$ 2,368,065,32;RS;Vigilância Epidemiológica;Ensino Fundamental;DF (UF);14/04/2023
EDUARDO BARBOSA;2023;20234386;Individual;R$ 57,052,38;BA;Ensino Superior;Ensino Fundamental;PE (UF);06/07/2023
EDUARDO BARBOSA;2023;20237092;Comissão;R$ 398,227,85;PR;Ensino Fundamental;Ensino Superior;PR (UF);01/05/2023
EDUARDO BARBOSA;2023;20239342;Comissão;R$ 2,083,492,76;BA;Segurança Pública;Ensino Fundamental;RJ (UF);22/12/2023
DEPUTADO DANIEL ALMEIDA;2023;20239681;Comissão;R$ 166,787,53;SC;Assistência Hospitalar e Ambulatorial;Segurança Pública;BA (UF);02/11/2023
DEPUTADO BACELAR;2023;20234474;Comissão;R$ 3,479,466,20;RS;Ensino Superior;Ensino Médio;RS (UF);11/04/2023
JULIO CESAR RIBEIRO;2023;20233476;Comissão;R$ 3,380,822,18;GO;Segurança Pública;Segurança Pública;PR (UF);22/07/2023
ALENCAR SANTANA;2023;20233107;Individual;R$ 2,947,610,98;RS;Segurança Pública;Vigilância Epidemiológica;SP (UF);12/06/2023
ELICORRÊA FILHO;2023;20233714;Bancada;R$ 2,093,558,83;RJ;Educação Infantil;Ensino Superior;MG (UF);19/01/2023
EDUARDO BARBOSA;2023;20239543;Comissão;R$ 2,828,296,50;RJ;Educação Infantil;Atenção Básica à Saúde;BA (UF);26/08/2023
FELIPE BORNIER;2023;20231565;Comissão;R$ 4,813,452,93;MG;Assistência Hospitalar e Ambulatorial;Ensino Superior;PR (UF);26/09/2023
HERCÍLIO DINIZ FILHO;2023;20239892;Bancada;R$ 1,306,533,37;PE;Vigilância Epidemiológica;Ensino Médio;GO (UF);05/07/2023
DEPUTADO JULIO CESAR RIBEIRO;2023;20236683;Individual;R$ 4,620,404,32;PR;Ensino Superior;Ensino Fundamental;PR (UF);03/12/2023
DANIEL ALMEIDA;2023;20237255;Individual;R$ 2,163,093,53;BA;Educação Infantil;Ensino Médio;BA (UF);05/10/2023
CARLOS ZARATTINI;2023;20237858;Comissão;R$ 3,254,236,38;GO;Educação Infantil;Infraestrutura Urbana;RS (UF);28/09/2023
EDUARDO BARBOSA;2023;20239898;Bancada;R$ 4,244,108,17;BA;Ensino Superior;Vigilância Epidemiológica;PR (UF);05/10/2023
DEPUTADO DANIEL ALMEIDA;2023;20232182;Comissão;R$ 531,125,39;RS;Ensino Fundamental;Ensino Médio;GO (UF);12/10/2023
DEPUTADO DANIEL ALMEIDA;2023;20231957;Individual;R$ 4,032,729,35;RJ;Atenção Básica à Saúde;Educação Infantil;SP (UF);25/01/2023
EDUARDO BARBOSA;2023;20231141;Comissão;R$ 1,495,905,20;PE;Ensino Médio;Assistência Hospitalar e Ambulatorial;RJ (UF);20/02/2023
ALENCAR SANTANA;2023;20231598;Bancada;R$ 515,457,90;BA;Educação Infantil;Assistência Hospitalar e Ambulatorial;MG (UF);24/02/2023
BACELAR;2023;20234141;Individual;R$ 1,303,038,28;GO;Assistência Hospitalar e Ambulatorial;Assistência Hospitalar e Ambulatorial;DF (UF);15/10/2023
BACELAR FILHO;2023;20234765;Comissão;R$ 1,507,497,62;RJ;Educação Infantil;Educação Infantil;RS (UF);26/08/2023
DANIEL ALMEIDA;2023;20237582;Comissão;R$ 3,251,854,21;SP;Vigilância Epidemiológica;Vigilância Epidemiológica;BA (UF);08/11/2023
JULIO CESAR RIBEIRO;2023;20239431;Bancada;R$ 2,791,097,64;BA;Ensino Médio;Ensino Superior;DF (UF);05/04/2023
BACELAR;2023;20235074;Bancada;R$ 1,776,722,79;BA;Infraestrutura Urbana;Segurança Pública;RS (UF);18/07/2023
EDUARDO BARBOSA;2023;20231607;Bancada;R$ 4,111,674,21;GO;Saneamento Básico;Ensino Superior;PE (UF);11/03/2023
JULIO CESAR RIBEIRO;2023;20232435;Comissão;R$ 1,575,069,56;DF;Saneamento Básico;Educação Infantil;SP (UF);18/08/2023
DEPUTADO DANIEL ALMEIDA;2023;20232206;Bancada;R$ 696,708,89;SC;Ensino Fundamental;Atenção Básica à Saúde;SC (UF);23/12/2023
DEPUTADO DANIEL ALMEIDA;2023;20235373;Individual;R$ 4,782,885,78;RS;Ensino Superior;Ensino Fundamental;MG (UF);21/09/2023
BACELAR;2023;20231558;Individual;R$ 3,809,244,56;PE;Ensino Superior;Segurança Pública;RS (UF);05/12/2023
FELIPE BORNIER;2023;20238084;Comissão;R$ 175,944,64;RJ;Ensino Fundamental;Segurança Pública;PE (UF);15/05/2023
BACELAR;2023;20237296;Bancada;R$ 3,559,279,80;PR;Ensino Superior;Segurança Pública;GO (UF);20/12/2023
DANIEL ALMEIDA;2023;20238133;Bancada;R$ 382,698,61;BA;Ensino Médio;Atenção Básica à Saúde;DF (UF);15/05/2023
DEPUTADO ELICORRÊA;2023;20233483;Bancada;R$ 1,013,357,08;MG;Assistência Hospitalar e Ambulatorial;Vigilância Epidemiológica;MG (UF);23/05/2023
DEPUTADO JULIO CESAR RIBEIRO;2023;20234901;Individual;R$ 2,074,318,49;PR;Educação Infantil;Educação Infantil;BA (UF);12/12/2023
ELICORRÊA;2023;20236130;Bancada;R$ 1,652,384,71;SC;Ensino Médio;Vigilância Epidemiológica;GO (UF);28/04/2023
DEPUTADO DANIEL ALMEIDA;2023;20234342;Individual;R$ 1,474,420,04;MG;Ensino Médio;Atenção Básica à Saúde;SP (UF);10/04/2023
CARLOS ZARATTINI;2023;20233812;Comissão;R$ 3,680,772,81;BA;Ensino Fundamental;Ensino Fundamental;SC (UF);19/12/2023
DEPUTADO GUILHERME MUSSI;2023;20231318;Bancada;R$ 4,071,251,88;RS;Segurança Pública;Saneamento Básico;SC (UF);07/05/2023
GUILHERME MUSSI;2023;20233269;Bancada;R$ 3,040,288,00;PR;Ensino Fundamental;Assistência Hospitalar e Ambulatorial;RJ (UF);10/03/2023
GUILHERME MUSSI;2023;20231228;Bancada;R$ 64,445,30;SP;Segurança Pública;Assistência Hospitalar e Ambulatorial;GO (UF);28/05/2023
DEPUTADO EDUARDO BARBOSA;2023;20239490;Individual;R$ 1,995,139,52;SP;Educação Infantil;Saneamento Básico;GO (UF);09/12/2023
FELIPE BORNIER FILHO;2023;20234028;Comissão;R$ 4,523,254,67;SP;Vigilância Epidemiológica;Assistência Hospitalar e Ambulatorial;DF (UF);27/03/2023
ELICORRÊA;2023;20239034;Comissão;R$ 4,564,168,67;PE;Ensino Médio;Educação Infantil;PR (UF);22/05/2023
FELIPE BORNIER;2023;20237512;Bancada;R$ 1,001,838,43;BA;Vigilância Epidemiológica;Saneamento Básico;GO (UF);04/05/2023
BACELAR FILHO;2023;20238538;Bancada;R$ 1,544,681,85;SC;Segurança Pública;Assistência Hospitalar e Ambulatorial;MG (UF);09/07/2023
CARLOS ZARATTINI;2023;20234541;Comissão;R$ 2,129,870,84;GO;Vigilância Epidemiológica;Segurança Pública;PE (UF);09/11/2023
DANIEL ALMEIDA;2023;20239563;Bancada;R$ 2,946,261,63;SP;Educação Infantil;Infraestrutura Urbana;PE (UF);17/08/2023
ALENCAR SANTANA;2023;20232925;Comissão;R$ 1,460,739,42;RJ;Atenção Básica à Saúde;Ensino Superior;PE (UF);21/12/2023
CARLOS ZARATTINI;2023;20238910;Bancada;R$ 4,069,200,20;RS;Assistência Hospitalar e Ambulatorial;Vigilância Epidemiológica;BA (UF);09/05/2023
DEPUTADO GUILHERME MUSSI;2023;20234951;Individual;R$ 182,623,69;PR;Ensino Superior;Educação Infantil;RJ (UF);12/08/2023
DANIEL ALMEIDA;2023;20232235;Bancada;R$ 2,483,190,61;BA;Ensino Médio;Vigilância Epidemiológica;DF (UF);14/07/2023
FELIPE BORNIER;2023;20237848;Individual;R$ 4,983,085,60;GO;Educação Infantil;Segurança Pública;RJ (UF);20/07/2023
DEPUTADO CARLOS ZARATTINI;2023;20238259;Individual;R$ 4,135,499,66;RS;Ensino Fundamental;Ensino Fundamental;SC (UF);04/03/2023
ELICORRÊA;2023;20235750;Bancada;R$ 439,277,52;GO;Ensino Superior;Educação Infantil;SP (UF);27/02/2023
DANIEL ALMEIDA;2023;20239550;Comissão;R$ 3,200,859,07;PR;Vigilância Epidemiológica;Saneamento Básico;SC (UF);22/07/2023
EDUARDO BARBOSA FILHO;2023;20235755;Bancada;R$ 2,361,795,10;DF;Ensino Superior;Ensino Fundamental;PR (UF);11/06/2023
ALENCAR SANTANA;2023;20238392;Bancada;R$ 609,323,49;GO;Infraestrutura Urbana;Infraestrutura Urbana;BA (UF);18/12/2023
ELICORRÊA;2023;20237230;Individual;R$ 4,709,012,11;BA;Saneamento Básico;Ensino Médio;DF (UF);11/02/2023
DEPUTADO GUILHERME MUSSI;2023;20231141;Comissão;R$ 3,003,175,23;GO;Atenção Básica à Saúde;Infraestrutura Urbana;SC (UF);27/06/2023
DEPUTADO BACELAR;2023;20232106;Individual;R$ 202,877,85;MG;Vigilância Epidemiológica;Ensino Fundamental;PR (UF);18/12/2023
HERCÍLIO DINIZ FILHO;2023;20235846;Bancada;R$ 3,989,944,10;PR;Assistência Hospitalar e Ambulatorial;Ensino Médio;BA (UF);27/07/2023
ALENCAR SANTANA;2023;20234179;Comissão;R$ 179,395,35;RJ;Ensino Fundamental;Atenção Básica à Saúde;BA (UF);18/07/2023
DEPUTADO JULIO CESAR RIBEIRO;2023;20238962;Comissão;R$ 568,282,77;DF;Ensino Médio;Ensino Médio;SC (UF);24/07/2023
BACELAR;2023;20233004;Individual;R$ 2,170,253,06;BA;Assistência Hospitalar e Ambulatorial;Assistência Hospitalar e Ambulatorial;PE (UF);18/12/2023
ELICORRÊA;2023;20231974;Comissão;R$ 4,194,255,80;SC;Infraestrutura Urbana;Assistência Hospitalar e Ambulatorial;PE (UF);04/07/2023
FELIPE BORNIER FILHO;2023;20239698;Individual;R$ 1,444,046,26;GO;Atenção Básica à Saúde;Vigilância Epidemiológica;GO (UF);17/05/2023
JULIO CESAR RIBEIRO;2023;20233273;Bancada;R$ 3,764,367,46;RS;Vigilância Epidemiológica;Ensino Superior;PE (UF);10/09/2023
DANIEL ALMEIDA;2023;20237091;Comissão;R$ 4,947,107,90;PR;Infraestrutura Urbana;Atenção Básica à Saúde;SC (UF);18/05/2023
ALENCAR SANTANA;2023;20239248;Bancada;R$ 3,037,516,67;PR;Ensino Fundamental;Educação Infantil;PR (UF);05/02/2023
DEPUTADO ALENCAR SANTANA;2023;20236302;Comissão;R$ 3,382,484,07;DF;Ensino Superior;Educação Infantil;SC (UF);02/01/2023
EDUARDO BARBOSA;2023;20237287;Comissão;R$ 1,411,905,98;DF;Saneamento Básico;Ensino Fundamental;PE (UF);02/08/2023
DEPUTADO BACELAR;2023;20239475;Individual;R$ 1,762,170,21;BA;Ensino Superior;Ensino Médio;RJ (UF);15/08/2023
DEPUTADO JULIO CESAR RIBEIRO;2023;20236365;Comissão;R$ 4,331,488,33;SP;Ensino Fundamental;Ensino Médio;BA (UF);09/05/2023
ALENCAR SANTANA;2023;20232958;Bancada;R$ 496,960,21;DF;Segurança Pública;Segurança Pública;RJ (UF);06/09/2023
BACELAR FILHO;2023;20237096;Individual;R$ 4,975,319,90;MG;Ensino Superior;Ensino Médio;DF (UF);25/09/2023
DEPUTADO BACELAR;2023;20237163;Bancada;R$ 2,608,923,69;RS;Educação Infantil;Ensino Fundamental;GO (UF);02/07/2023
GUILHERME MUSSI;2023;20239339;Individual;R$ 47,295,37;GO;Atenção Básica à Saúde;Saneamento Básico;PR (UF);20/12/2023
ELICORRÊA;2023;20231675;Comissão;R$ 3,839,361,74;DF;Atenção Básica à Saúde;Saneamento Básico;RJ (UF);18/04/2023
CARLOS ZARATTINI;2023;20231301;Comissão;R$ 3,888,590,03;RS;Ensino Médio;Atenção Básica à Saúde;PE (UF);19/02/2023
BACELAR;2023;20237472;Comissão;R$ 1,399,995,22;MG;Segurança Pública;Infraestrutura Urbana;SP (UF);21/03/2023
ELICORRÊA;2023;20236068;Bancada;R$ 3,963,587,65;DF;Ensino Fundamental;Vigilância Epidemiológica;RS (UF);02/03/2023
GUILHERME MUSSI;2023;20231684;Comissão;R$ 3,296,067,65;PE;Ensino Médio;Ensino Fundamental;DF (UF);02/06/2023
CARLOS ZARATTINI;2023;20234603;Individual;R$ 3,661,138,22;RJ;Segurança Pública;Vigilância Epidemiológica;RS (UF);13/07/2023
DEPUTADO ALENCAR SANTANA;2023;20236357;Individual;R$ 748,947,89;GO;Educação Infantil;Atenção Básica à Saúde;PE (UF);06/05/2023
JULIO CESAR RIBEIRO;2023;20236100;Individual;R$ 3,457,762,27;RJ;Segurança Pública;Ensino Fundamental;RJ (UF);21/12/2023
DANIEL ALMEIDA;2023;20235473;Individual;R$ 61,307,93;MG;Educação Infantil;Segurança Pública;MG (UF);01/04/2023
DEPUTADO FELIPE BORNIER;2023;20236361;Bancada;R$ 1,649,779,23;SP;Assistência Hospitalar e Ambulatorial;Atenção Básica à Saúde;SP (UF);02/12/2023
HERCÍLIO DINIZ;2023;20234866;Individual;R$ 52,757,37;RS;Segurança Pública;Ensino Fundamental;BA (UF);10/08/2023
GUILHERME MUSSI;2023;20236492;Comissão;R$ 1,348,338,91;DF;Ensino Superior;Ensino Fundamental;SC (UF);15/10/2023
GUILHERME MUSSI;2023;20236640;Individual;R$ 4,039,683,84;DF;Saneamento Básico;Ensino Fundamental;RJ (UF);07/09/2023
DANIEL ALMEIDA;2023;20233169;Individual;R$ 2,599,837,57;RJ;Assistência Hospitalar e Ambulatorial;Ensino Médio;SC (UF);28/03/2023
CARLOS ZARATTINI FILHO;2023;20231708;Individual;R$ 3,684,331,40;MG;Ensino Fundamental;Ensino Médio;BA (UF);09/02/2023
FELIPE BORNIER;2023;20239485;Comissão;R$ 3,526,293,42;MG;Ensino Médio;Educação Infantil;PR (UF);23/10/2023
EDUARDO BARBOSA;2023;20235203;Comissão;R$ 1,293,760,81;SP;Assistência Hospitalar e Ambulatorial;Vigilância Epidemiológica;MG (UF);09/04/2023
BACELAR;2023;20233727;Bancada;R$ 2,373,969,88;DF;Educação Infantil;Infraestrutura Urbana;GO (UF);20/02/2023
DEPUTADO HERCÍLIO DINIZ;2023;20236413;Comissão;R$ 658,770,81;RJ;Assistência Hospitalar e Ambulatorial;Vigilância Epidemiológica;PE (UF);15/02/2023
ELICORRÊA;2023;20238509;Bancada;R$ 3,172,390,41;PE;Segurança Pública;Ensino Médio;DF (UF);20/03/2023
DANIEL ALMEIDA;2023;20232884;Bancada;R$ 4,468,020,24;DF;Saneamento Básico;Ensino Fundamental;RJ (UF);02/07/2023
ELICORRÊA;2023;20236226;Bancada;R$ 4,379,221,14;PR;Segurança Pública;Assistência Hospitalar e Ambulatorial;GO (UF);14/09/2023
DANIEL ALMEIDA;2023;20237615;Individual;R$ 625,281,10;GO;Vigilância Epidemiológica;Ensino Superior;SC (UF);15/10/2023
JULIO CESAR RIBEIRO;2023;20235562;Individual;R$ 4,656,335,15;PR;Vigilância Epidemiológica;Ensino Fundamental;RS (UF);07/08/2023
EDUARDO BARBOSA;2023;20231276;Individual;R$ 2,282,403,11;PE;Saneamento Básico;Ensino Fundamental;RJ (UF);25/07/2023
DEPUTADO EDUARDO BARBOSA;2023;20235450;Individual;R$ 733,588,07;PE;Atenção Básica à Saúde;Infraestrutura Urbana;MG (UF);18/04/2023
ALENCAR SANTANA;2023;20235208;Bancada;R$ 719,174,46;BA;Assistência Hospitalar e Ambulatorial;Ensino Superior;SP (UF);05/12/2023
BACELAR;2023;20234497;Bancada;R$ 1,858,239,42;GO;Vigilância Epidemiológica;Ensino Fundamental;PR (UF);10/03/2023
CARLOS ZARATTINI FILHO;2023;20234897;Comissão;R$ 4,709,078,47;PE;Atenção Básica à Saúde;Assistência Hospitalar e Ambulatorial;DF (UF);17/02/2023
HERCÍLIO DINIZ FILHO;2023;20239474;Comissão;R$ 3,856,020,52;DF;Atenção Básica à Saúde;Saneamento Básico;BA (UF);10/12/2023
FELIPE BORNIER FILHO;2023;20238245;Bancada;R$ 4,407,283,14;BA;Atenção Básica à Saúde;Saneamento Básico;PE (UF);16/09/2023
CARLOS ZARATTINI;2023;20235276;Comissão;R$ 3,497,687,88;RS;Saneamento Básico;Assistência Hospitalar e Ambulatorial;SC (UF);06/04/2023
GUILHERME MUSSI;2023;20237884;Comissão;R$ 4,907,960,44;RS;Atenção Básica à Saúde;Assistência Hospitalar e Ambulatorial;SP (UF);22/02/2023
ALENCAR SANTANA;2023;20233699;Bancada;R$ 618,902,44;PR;Infraestrutura Urbana;Ensino Médio;DF (UF);07/08/2023
CARLOS ZARATTINI;2023;20239137;Comissão;R$ 4,263,473,47;RJ;Educação Infantil;Infraestrutura Urbana;RJ (UF);23/10/2023
GUILHERME MUSSI;2023;20235847;Bancada;R$ 459,831,32;PE;Ensino Superior;Educação Infantil;PR (UF);15/09/2023
GUILHERME MUSSI;2023;20231712;Bancada;R$ 678,843,53;SC;Vigilância Epidemiológica;Assistência Hospitalar e Ambulatorial;BA (UF);25/10/2023
CARLOS ZARATTINI;2023;20231900;Comissão;R$ 2,795,348,22;SC;Ensino Médio;Atenção Básica à Saúde;BA (UF);19/09/2023
CARLOS ZARATTINI;2023;20236493;Comissão;R$ 157,857,52;RS;Ensino Superior;Vigilância Epidemiológica;PE (UF);17/11/2023
GUILHERME MUSSI;2023;20234927;Bancada;R$ 4,730,346,13;MG;Atenção Básica à Saúde;Educação Infantil;MG (UF);22/10/2023
HERCÍLIO DINIZ;2023;20231376;Comissão;R$ 2,322,935,36;RJ;Saneamento Básico;Infraestrutura Urbana;BA (UF);22/04/2023
BACELAR;2023;20232841;Comissão;R$ 3,380,269,00;GO;Assistência Hospitalar e Ambulatorial;Atenção Básica à Saúde;RS (UF);04/05/2023
JULIO CESAR RIBEIRO;2023;20232663;Individual;R$ 969,185,63;SP;Atenção Básica à Saúde;Ensino Fundamental;MG (UF);27/12/2023
JULIO CESAR RIBEIRO;2023;20232740;Comissão;R$ 929,321,26;GO;Saneamento Básico;Assistência Hospitalar e Ambulatorial;DF (UF);08/02/2023
DANIEL ALMEIDA;2023;20232503;Individual;R$ 4,504,962,94;SP;Ensino Médio;Ensino Superior;PE (UF);20/03/2023
